NAME,PRICE,CUISINES,CITY,REGION,URL,PAGE NO,RESTAURANT_TYPE,TIMING,RATING_TYPE,RATING,VOTES,AREA,PRICE_CATEGORY,RATING_CATEGORY,POPULARITY_CATEGORY,AFFORDABLE_FLAG,WEIGHTED_RATING,VALUE_SCORE,COMBINED_FEATURES
Peppr Pinch,800,"Mughlai,North Indian,Lebanese,Chinese,Fast Food",Mumbai,7 Bungalows-- Andheri West,https://www.zomato.com/mumbai/peppr-pinch-7-bungalows/info,36,Casual Dining,"12noon to 4pm,7pm to 1225AM(Mon-Sun)",Very Good,4.0,543.0,Andheri,Moderate,Very Good,Highly Popular,True,3.93,4.91,"peppr pinch mughlai,north indian,lebanese,chinese,fast food casual dining moderate very good highly popular"
Belovi De Café,600,"Cafe,Beverages,Healthy Food",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/belovi-de-café-andheri-lokhandwala/info,36,Café,"730pm to 3am(Mon),1pm to 3am(Tue-Sun)",Good,3.6,22.0,Andheri,Moderate,Good,Low Popularity,True,3.61,6.02,"belovi de café cafe,beverages,healthy food café moderate good low popularity"
Desitarian,400,"North Indian,Biryani,Chinese,Afghan",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/desitarian-oshiwara/info,360,none,12noon to 4am(Mon-Sun),Good,3.9,115.0,Andheri,Budget,Good,Moderately Popular,True,3.76,9.4,"desitarian north indian,biryani,chinese,afghan none budget good moderately popular"
Parleshwar VadaPav Samrat,100,Fast Food,Mumbai,Vile Parle East,https://www.zomato.com/mumbai/parleshwar-vadapav-samrat-vile-parle-east/info,362,Quick Bites,11am to 10pm(Mon-Sun),Average,3.2,4.0,Vile Parle,Budget,Average,Low Popularity,False,3.6,36.0,parleshwar vadapav samrat fast food quick bites budget average low popularity
Pushparaj,500,"Chinese,North Indian,Seafood,Mughlai",Mumbai,Santacruz East,https://www.zomato.com/mumbai/pushparaj-santacruz-east/info,363,Casual Dining,11am to 12midnight(Mon-Sun),Good,3.5,18.0,Santacruz,Budget,Good,Low Popularity,True,3.6,7.2,"pushparaj chinese,north indian,seafood,mughlai casual dining budget good low popularity"
Prasadam Pure Veg Restaurant,450,"North Indian,Chinese,South Indian,Fast Food,Beverages",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/prasadam-pure-veg-restaurant-near-andheri-east-station/info,363,Casual Dining,10am to 1130pm(Mon-Sun),Good,3.5,59.0,Andheri,Budget,Good,Low Popularity,True,3.57,7.93,"prasadam pure veg restaurant north indian,chinese,south indian,fast food,beverages casual dining budget good low popularity"
Chop 'S' tick,750,"Chinese,Seafood",Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/chop-s-tick-near-andheri-west-station/info,363,Casual Dining,"1130am to 3pm,6pm to 1130pm(Mon-Sun)",Average,3.4,42.0,Andheri,Moderate,Average,Low Popularity,False,3.55,4.73,"chop 's' tick chinese,seafood casual dining moderate average low popularity"
Heerson,150,Mithai,Mumbai,Vile Parle East,https://www.zomato.com/mumbai/heerson-vile-parle-east/info,364,Sweet Shop,9am to 9pm(Mon-Sun),Good,3.8,31.0,Vile Parle,Budget,Good,Low Popularity,True,3.65,24.33,heerson mithai sweet shop budget good low popularity
Cafe Garden,350,"Street Food,North Indian",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/cafe-garden-near-andheri-east-station/info,364,Quick Bites,6am to 12midnight(Mon-Sun),Good,3.5,21.0,Andheri,Budget,Good,Low Popularity,True,3.59,10.26,"cafe garden street food,north indian quick bites budget good low popularity"
Food Tales,300,"Fast Food,Beverages",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/food-tales-vile-parle-east/info,365,Quick Bites,"Closed(Mon),12noon to 1130pm(Tue-Sun)",Good,3.8,103.0,Vile Parle,Budget,Good,Moderately Popular,True,3.7,12.33,"food tales fast food,beverages quick bites budget good moderately popular"
The Yellow Cup,800,"Cafe,Healthy Food,Salad,Juices",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/the-yellow-cup-oshiwara/info,365,Café,"Closed(Mon),11am to 12midnight(Tue-Sun)",Very Good,4.0,579.0,Andheri,Moderate,Very Good,Highly Popular,True,3.94,4.92,"the yellow cup cafe,healthy food,salad,juices café moderate very good highly popular"
Garam Masala Rest-O-Bar,550,"Chinese,North Indian,Biryani",Mumbai,Bandra East,https://www.zomato.com/mumbai/garam-masala-rest-o-bar-bandra-east/info,366,Casual Dining,12noon to 12midnight(Mon-Sun),Good,3.5,69.0,Bandra,Moderate,Good,Low Popularity,True,3.57,6.49,"garam masala rest-o-bar chinese,north indian,biryani casual dining moderate good low popularity"
Beingfit Kitchen,600,"Healthy Food,American,Continental",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/beingfit-kitchen-oshiwara/info,367,none,2pm to 10pm(Mon-Sun),Good,3.6,35.0,Andheri,Moderate,Good,Low Popularity,True,3.61,6.02,"beingfit kitchen healthy food,american,continental none moderate good low popularity"
Garam Masala Rest-O-Bar,550,"Chinese,North Indian,Biryani",Mumbai,Bandra East,https://www.zomato.com/mumbai/garam-masala-rest-o-bar-bandra-east/info,367,Casual Dining,12noon to 12midnight(Mon-Sun),Good,3.5,69.0,Bandra,Moderate,Good,Low Popularity,True,3.57,6.49,"garam masala rest-o-bar chinese,north indian,biryani casual dining moderate good low popularity"
Taste of Paratha,300,North Indian,Mumbai,Vile Parle East,https://www.zomato.com/mumbai/taste-of-paratha-vile-parle-east/info,368,none,"12noon to 930pm(Mon,Wed,Thu,Fri,Sat,Sun)...",Good,3.5,202.0,Vile Parle,Budget,Good,Moderately Popular,True,3.54,11.8,taste of paratha north indian none budget good moderately popular
Guilt Trip,550,Desserts,Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/guilt-trip-carter-road-bandra-west/info,37,Dessert Parlor,1030am to 1230AM(Mon-Sun),Very Good,4.2,1240.0,Bandra,Moderate,Very Good,Highly Popular,True,4.15,7.55,guilt trip desserts dessert parlor moderate very good highly popular
Not Justa Cafe,600,"North Indian,Mexican,Chinese,Italian",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/not-justa-cafe-vile-parle-east/info,37,Café,11am to 1230AM(Mon-Sun),Very Good,4.1,348.0,Vile Parle,Moderate,Very Good,Moderately Popular,True,3.98,6.63,"not justa cafe north indian,mexican,chinese,italian café moderate very good moderately popular"
Beingfit Kitchen,600,"Healthy Food,American,Continental",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/beingfit-kitchen-oshiwara/info,370,none,2pm to 10pm(Mon-Sun),Good,3.6,35.0,Andheri,Moderate,Good,Low Popularity,True,3.61,6.02,"beingfit kitchen healthy food,american,continental none moderate good low popularity"
Naz Baker's,400,"Bakery,Burger,Chinese,Fast Food",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/naz-bakers-pali-hill-bandra-west/info,372,Bakery,6am to 11pm(Mon-Sun),Average,2.9,8.0,Bandra,Budget,Average,Low Popularity,False,3.56,8.9,"naz baker's bakery,burger,chinese,fast food bakery budget average low popularity"
Monsoon - The Chaat Corner,400,"Fast Food,Street Food,South Indian",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/monsoon-the-chaat-corner-andheri-lokhandwala/info,374,Quick Bites,11am to 11pm(Mon-Sun),Good,3.7,180.0,Andheri,Budget,Good,Moderately Popular,True,3.67,9.17,"monsoon - the chaat corner fast food,street food,south indian quick bites budget good moderately popular"
Jain Biscuit Centre,450,"Mithai,Fast Food",Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/jain-biscuit-centre-near-andheri-west-station/info,374,Sweet Shop,11am to 11pm(Mon-Sun),Average,3.4,12.0,Andheri,Budget,Average,Low Popularity,False,3.59,7.98,"jain biscuit centre mithai,fast food sweet shop budget average low popularity"
Rite On Coal,650,"North Indian,Seafood,Chinese",Mumbai,Santacruz East,https://www.zomato.com/mumbai/rite-on-coal-santacruz-east/info,375,Casual Dining,"12noon to 330pm,6pm to 1130pm(Mon-Sun)",Good,3.6,161.0,Santacruz,Moderate,Good,Moderately Popular,True,3.6,5.54,"rite on coal north indian,seafood,chinese casual dining moderate good moderately popular"
Swagat Dining Bar,900,"Seafood,North Indian,Chinese,Mughlai",Mumbai,Santacruz East,https://www.zomato.com/mumbai/swagat-dining-bar-santacruz-east/info,375,Casual Dining,11am to 12midnight(Mon-Sun),Good,3.6,141.0,Santacruz,Moderate,Good,Moderately Popular,True,3.61,4.01,"swagat dining bar seafood,north indian,chinese,mughlai casual dining moderate good moderately popular"
Sunder Veg Restaurant,450,"North Indian,South Indian,Chinese,Fast Food",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/sunder-veg-restaurant-vile-parle-east/info,378,Casual Dining,8am to 12midnight(Mon-Sun),Good,3.6,27.0,Vile Parle,Budget,Good,Low Popularity,True,3.61,8.02,"sunder veg restaurant north indian,south indian,chinese,fast food casual dining budget good low popularity"
Desh Videsh,250,"Street Food,South Indian,Chinese,Fast Food,Beverages,Juices",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/desh-videsh-near-andheri-east-station/info,379,Quick Bites,9am to 11pm(Mon-Sun),Average,3.1,554.0,Andheri,Budget,Average,Highly Popular,False,3.18,12.72,"desh videsh street food,south indian,chinese,fast food,beverages,juices quick bites budget average highly popular"
Gondola,1400,"Chinese,Continental,Seafood",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/gondola-pali-hill-bandra-west/info,38,Casual Dining,"12noon to 4pm,7pm to 1230AM(Mon-Sun)",Good,3.9,445.0,Bandra,Expensive,Good,Moderately Popular,False,3.84,2.74,"gondola chinese,continental,seafood casual dining expensive good moderately popular"
Fat Choy,600,"Asian,Chinese,Thai",Mumbai,Santacruz West,https://www.zomato.com/mumbai/fat-choy-santacruz-west/info,38,Casual Dining,"11am to 4pm,7pm to 1230AM(Mon-Sun)",Very Good,4.0,485.0,Santacruz,Moderate,Very Good,Moderately Popular,True,3.93,6.55,"fat choy asian,chinese,thai casual dining moderate very good moderately popular"
Leavessence,300,Desserts,Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/leavessence-pali-hill-bandra-west/info,38,Dessert Parlor,12noon to 130am(Mon-Sun),Very Good,4.0,115.0,Bandra,Budget,Very Good,Moderately Popular,True,3.81,12.7,leavessence desserts dessert parlor budget very good moderately popular
KBN Kitchens,500,Awadhi,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/kbn-kitchens-1-andheri-lokhandwala/info,38,Quick Bites,1230pm to 130am(Mon-Sun),Good,3.8,124.0,Andheri,Budget,Good,Moderately Popular,True,3.71,7.42,kbn kitchens awadhi quick bites budget good moderately popular
Baikoz,600,"Seafood,Hyderabadi,North Indian,Kebab,Biryani",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/baikoz-oshiwara/info,38,Casual Dining,12noon to 2am(Mon-Sun),Very Good,4.2,157.0,Andheri,Moderate,Very Good,Moderately Popular,True,3.96,6.6,"baikoz seafood,hyderabadi,north indian,kebab,biryani casual dining moderate very good moderately popular"
Luck ९ Kebab & Roti,500,"Awadhi,North Indian",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/luck-kebab-roti-pali-hill-bandra-west/info,380,Quick Bites,6pm to 12midnight(Mon-Sun),Good,3.6,40.0,Bandra,Budget,Good,Low Popularity,True,3.61,7.22,"luck ९ kebab & roti awadhi,north indian quick bites budget good low popularity"
FreshYumms,400,"Salad,Healthy Food,Fast Food,Sandwich,Lebanese",Mumbai,Santacruz East,https://www.zomato.com/mumbai/freshyumms-santacruz-east/info,381,none,"9am to 8pm(Mon-Sat),Closed(Sun)",Good,3.6,42.0,Santacruz,Budget,Good,Low Popularity,True,3.61,9.02,"freshyumms salad,healthy food,fast food,sandwich,lebanese none budget good low popularity"
Siddhivinayak Tiffin,300,North Indian,Mumbai,Bandra East,https://www.zomato.com/mumbai/siddhivinayak-tiffin-bandra-east/info,382,Quick Bites,9am to 11pm(Mon-Sun),Average,3.4,32.0,Bandra,Budget,Average,Low Popularity,False,3.56,11.87,siddhivinayak tiffin north indian quick bites budget average low popularity
Rollacosta,500,"Burger,Fast Food,Italian,Lebanese,Rolls",Mumbai,7 Bungalows-- Andheri West,https://www.zomato.com/mumbai/rollacosta-7-bungalows/info,382,Quick Bites,11am to 1155pm(Mon-Sun),Good,3.7,285.0,Andheri,Budget,Good,Moderately Popular,True,3.68,7.36,"rollacosta burger,fast food,italian,lebanese,rolls quick bites budget good moderately popular"
Quantikit,500,"North Indian,Biryani",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/quantikit-hill-road-bandra-west/info,383,Quick Bites,"12noon to 3pm,7pm to 11pm(Mon-Sun)",Average,3.4,14.0,Bandra,Budget,Average,Low Popularity,False,3.59,7.18,"quantikit north indian,biryani quick bites budget average low popularity"
Shree Krishna Restaurant,500,Chinese,Mumbai,7 Bungalows-- Andheri West,https://www.zomato.com/mumbai/shree-krishna-restaurant-7-bungalows/info,384,Quick Bites,530pm to 12midnight(Mon-Sun),Average,3.1,5.0,Andheri,Budget,Average,Low Popularity,False,3.59,7.18,shree krishna restaurant chinese quick bites budget average low popularity
Nimantran,700,Gujarati,Mumbai,Vile Parle East,https://www.zomato.com/mumbai/nimantran-1-vile-parle-east/info,384,Quick Bites,"12noon to 3pm,7pm to 11pm(Mon-Sun)",Good,3.7,64.0,Vile Parle,Moderate,Good,Low Popularity,True,3.64,5.2,nimantran gujarati quick bites moderate good low popularity
Chinaar,550,"Chinese,North Indian,Mughlai",Mumbai,Bandra East,https://www.zomato.com/mumbai/chinaar-bandra-east/info,384,Casual Dining,10am to 12midnight(Mon-Sun),Good,3.6,198.0,Bandra,Moderate,Good,Moderately Popular,True,3.6,6.55,"chinaar chinese,north indian,mughlai casual dining moderate good moderately popular"
Golden Fork Restaurant,700,"Chinese,Seafood,Thai",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/golden-fork-restaurant-oshiwara/info,384,Casual Dining,"12noon to 330pm,7pm to 12midnight(Mon-Sun)",Good,3.6,157.0,Andheri,Moderate,Good,Moderately Popular,True,3.6,5.14,"golden fork restaurant chinese,seafood,thai casual dining moderate good moderately popular"
Thodi Si Pait Pooja,200,"Fast Food,South Indian",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/thodi-si-pait-pooja-linking-road-bandra-west/info,385,Casual Dining,8am to 10pm(Mon-Sun),Good,3.5,13.0,Bandra,Budget,Good,Low Popularity,True,3.6,18.0,"thodi si pait pooja fast food,south indian casual dining budget good low popularity"
King Chilli Oriental Restaurant,650,"Chinese,Asian,Seafood",Mumbai,Santacruz East,https://www.zomato.com/mumbai/king-chilli-oriental-restaurant-santacruz-east/info,387,Casual Dining,12noon to 1130pm(Mon-Sun),Good,3.7,363.0,Santacruz,Moderate,Good,Moderately Popular,True,3.68,5.66,"king chilli oriental restaurant chinese,asian,seafood casual dining moderate good moderately popular"
UV Specials,600,"Bakery,Chinese",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/uv-specials-pali-hill-bandra-west/info,389,none,"Closed(Mon),12noon to 12midnight(Tue-Sun)",Good,3.7,72.0,Bandra,Moderate,Good,Low Popularity,True,3.65,6.08,"uv specials bakery,chinese none moderate good low popularity"
Fruitkart,250,"Beverages,Healthy Food",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/fruitkart-andheri-lokhandwala/info,389,none,11am to 11pm(Mon-Sun),Good,3.6,25.0,Andheri,Budget,Good,Low Popularity,True,3.61,14.44,"fruitkart beverages,healthy food none budget good low popularity"
Green Chili,600,Chinese,Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/green-chili-hill-road-bandra-west/info,389,none,"12noon to 4pm,7pm to 12midnight(Mon-Sun)",Good,3.7,126.0,Bandra,Moderate,Good,Moderately Popular,True,3.66,6.1,green chili chinese none moderate good moderately popular
Fuel Up,600,Fast Food,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/fuel-up-andheri-lokhandwala/info,39,Quick Bites,8am to 3am(Mon-Sun),Good,3.9,354.0,Andheri,Moderate,Good,Moderately Popular,True,3.83,6.38,fuel up fast food quick bites moderate good moderately popular
Mom's Magic Pizza And More,300,"Italian,Pizza,Fast Food",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/moms-magic-pizza-and-more-near-andheri-east-station/info,39,Quick Bites,"11am to 1am(Mon,Tue,Wed,Thu,Fri,Sun),11am...",Good,3.7,99.0,Andheri,Budget,Good,Low Popularity,True,3.65,12.17,"mom's magic pizza and more italian,pizza,fast food quick bites budget good low popularity"
Safarnama,800,"American,Italian,Fast Food",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/safarnama-linking-road-bandra-west/info,39,Casual Dining,"1130am to 130am(Mon,Tue,Wed,Thu,Fri,Sun)...",Very Good,4.0,52.0,Bandra,Moderate,Very Good,Low Popularity,True,3.74,4.68,"safarnama american,italian,fast food casual dining moderate very good low popularity"
Rolls Royale,400,"Desserts,Ice Cream",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/rolls-royale-versova/info,39,Dessert Parlor,11am to 1am(Mon-Sun),Good,3.8,44.0,Andheri,Budget,Good,Low Popularity,True,3.67,9.17,"rolls royale desserts,ice cream dessert parlor budget good low popularity"
Pitchfork,1200,"Salad,European",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/pitchfork-pali-hill-bandra-west/info,390,none,11am to 12midnight(Mon-Sun),Very Good,4.1,191.0,Bandra,Expensive,Very Good,Moderately Popular,False,3.92,3.27,"pitchfork salad,european none expensive very good moderately popular"
The Choice Food,200,"South Indian,Sandwich,Beverages,Fast Food",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/the-choice-food-vile-parle-east/info,390,Quick Bites,830am to 1030pm(Mon-Sun),Average,3.1,9.0,Vile Parle,Budget,Average,Low Popularity,False,3.57,17.85,"the choice food south indian,sandwich,beverages,fast food quick bites budget average low popularity"
UV Specials,600,"Bakery,Chinese",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/uv-specials-pali-hill-bandra-west/info,391,none,"Closed(Mon),12noon to 12midnight(Tue-Sun)",Good,3.7,72.0,Bandra,Moderate,Good,Low Popularity,True,3.65,6.08,"uv specials bakery,chinese none moderate good low popularity"
The Choice Food,200,"South Indian,Sandwich,Beverages,Fast Food",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/the-choice-food-vile-parle-east/info,391,Quick Bites,830am to 1030pm(Mon-Sun),Average,3.1,9.0,Vile Parle,Budget,Average,Low Popularity,False,3.57,17.85,"the choice food south indian,sandwich,beverages,fast food quick bites budget average low popularity"
Cafe Corner,600,Cafe,Mumbai,Santacruz East,https://www.zomato.com/mumbai/cafe-corner-santacruz-east/info,393,Café,"11am to 11pm(Mon,Tue,Wed,Fri,Sat,Sun),Closed...",Good,3.6,47.0,Santacruz,Moderate,Good,Low Popularity,True,3.61,6.02,cafe corner cafe café moderate good low popularity
The French Affair,150,"Desserts,French,North Indian",Mumbai,Juhu,https://www.zomato.com/mumbai/the-french-affair-juhu/info,393,none,"10am to 9pm(Mon-Sat),Closed(Sun)",Good,3.7,35.0,Juhu,Budget,Good,Low Popularity,True,3.63,24.2,"the french affair desserts,french,north indian none budget good low popularity"
Sameer's Cafe,400,"Cafe,Fast Food",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/sameers-cafe-1-versova/info,395,Café,12noon to 1030pm(Mon-Sun),Good,3.5,22.0,Andheri,Budget,Good,Low Popularity,True,3.59,8.98,"sameer's cafe cafe,fast food café budget good low popularity"
Sai Sandwich,150,Fast Food,Mumbai,Bandra Talao-- Bandra West,https://www.zomato.com/mumbai/sai-sandwich-bandra-talao-bandra-west/info,396,Quick Bites,12noon to 10pm(Mon-Sun),Good,3.7,38.0,Bandra,Budget,Good,Low Popularity,True,3.63,24.2,sai sandwich fast food quick bites budget good low popularity
Summer Harvest,1000,"North Indian,Chinese,Maharashtrian,Seafood,Biryani,Fast Food",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/summer-harvest-vile-parle-east/info,396,Casual Dining,"1130am to 330pm,630pm to 12midnight(Mon-Sun)",Good,3.8,307.0,Vile Parle,Moderate,Good,Moderately Popular,True,3.75,3.75,"summer harvest north indian,chinese,maharashtrian,seafood,biryani,fast food casual dining moderate good moderately popular"
Juices & More,300,"Juices,Fast Food",Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/juices-more-carter-road-bandra-west/info,397,Beverage Shop,12noon to 12midnight(Mon-Sun),Good,3.6,14.0,Bandra,Budget,Good,Low Popularity,True,3.61,12.03,"juices & more juices,fast food beverage shop budget good low popularity"
Flambos,450,"Fast Food,Pizza,Sandwich",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/flambos-vile-parle-east/info,398,Quick Bites,"10am to 11pm(Mon-Sat),230pm to 1015pm(Sun)",Good,3.7,103.0,Vile Parle,Budget,Good,Moderately Popular,True,3.65,8.11,"flambos fast food,pizza,sandwich quick bites budget good moderately popular"
Via Calcutta,400,Street Food,Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/via-calcutta-oshiwara/info,398,Quick Bites,3pm to 11pm(Mon-Sun),Good,3.6,84.0,Andheri,Budget,Good,Low Popularity,True,3.61,9.02,via calcutta street food quick bites budget good low popularity
Nirvaan - The Indian Kitchen,950,"North Indian,Rolls",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/nirvaan-the-indian-kitchen-andheri-lokhandwala/info,398,none,"1215pm to 3pm,7pm to 11pm(Mon-Sun)",Very Good,4.3,142.0,Andheri,Moderate,Very Good,Moderately Popular,True,4.0,4.21,"nirvaan - the indian kitchen north indian,rolls none moderate very good moderately popular"
Bowl Baby Bowl,800,"Asian,Chinese,Thai,Korean",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/bowl-baby-bowl-linking-road-bandra-west/info,399,none,12noon to 11pm(Mon-Sun),Good,3.9,80.0,Bandra,Moderate,Good,Low Popularity,True,3.73,4.66,"bowl baby bowl asian,chinese,thai,korean none moderate good low popularity"
Barrel & Co.,1800,"Continental,Italian,North Indian",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/barrel-co-andheri-lokhandwala/info,4,Casual Dining,"Closed(Mon),6pm to 130am(Tue-Sun)",Very Good,4.0,2090.0,Andheri,Premium,Very Good,Highly Popular,False,3.98,2.21,"barrel & co. continental,italian,north indian casual dining premium very good highly popular"
Lucky Restaurant,1300,"Mughlai,North Indian,Chinese",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/lucky-restaurant-hill-road-bandra-west/info,4,Quick Bites,9am to 1am(Mon-Sun),Good,3.9,2981.0,Bandra,Expensive,Good,Highly Popular,False,3.89,2.99,"lucky restaurant mughlai,north indian,chinese quick bites expensive good highly popular"
Mia Cucina,2000,Italian,Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/mia-cucina-hill-road-bandra-west/info,4,Casual Dining,12noon to 1230AM(Mon-Sun),Excellent,4.5,229.0,Bandra,Premium,Excellent,Moderately Popular,False,4.21,2.1,mia cucina italian casual dining premium excellent moderately popular
Urban Tadka,1000,"North Indian,Mughlai",Mumbai,7 Bungalows-- Andheri West,https://www.zomato.com/mumbai/urban-tadka-1-7-bungalows/info,4,Casual Dining,1130am to 1am(Mon-Sun),Very Good,4.0,1769.0,Andheri,Moderate,Very Good,Highly Popular,True,3.98,3.98,"urban tadka north indian,mughlai casual dining moderate very good highly popular"
Cafe Kebabiz,300,Mughlai,Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/cafe-kebabiz-carter-road-bandra-west/info,40,Quick Bites,5pm to 1am(Mon-Sun),Good,3.7,66.0,Bandra,Budget,Good,Low Popularity,True,3.64,12.13,cafe kebabiz mughlai quick bites budget good low popularity
Tequila Sunrise,1000,"Mexican,Italian,North Indian,Chinese,Seafood",Mumbai,Santacruz West,https://www.zomato.com/mumbai/tequila-sunrise-santacruz-west/info,40,Casual Dining,11am to 1am(Mon-Sun),Very Good,4.2,632.0,Santacruz,Moderate,Very Good,Highly Popular,True,4.11,4.11,"tequila sunrise mexican,italian,north indian,chinese,seafood casual dining moderate very good highly popular"
Loca Lucho,900,Mexican,Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/loca-lucho-carter-road-bandra-west/info,40,none,"11am to 12midnight(Mon,Tue,Wed,Sun),11am to ...",Very Good,4.4,216.0,Bandra,Moderate,Very Good,Moderately Popular,True,4.13,4.59,loca lucho mexican none moderate very good moderately popular
Pabrai's Fresh and Naturelle Ice Creams,200,Ice Cream,Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/pabrais-fresh-and-naturelle-ice-creams-versova/info,401,Dessert Parlor,"12noon to 11pm(Mon-Sat),12noon to 1am(Sun)",Very Good,4.1,116.0,Andheri,Budget,Very Good,Moderately Popular,True,3.86,19.3,pabrai's fresh and naturelle ice creams ice cream dessert parlor budget very good moderately popular
Welcome,400,"Chinese,Lebanese",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/welcome-oshiwara/info,402,Quick Bites,11am to 1am(Mon-Sun),Average,3.1,5.0,Andheri,Budget,Average,Low Popularity,False,3.59,8.98,"welcome chinese,lebanese quick bites budget average low popularity"
Summer Garden,500,"Mughlai,Chinese",Mumbai,Santacruz West,https://www.zomato.com/mumbai/summer-garden-santacruz-west/info,405,Casual Dining,11am to 1am(Mon-Sun),Good,3.5,29.0,Santacruz,Budget,Good,Low Popularity,True,3.59,7.18,"summer garden mughlai,chinese casual dining budget good low popularity"
Fresh Juice Center & Snacks Fast Food,300,"Chinese,Fast Food,South Indian",Mumbai,Juhu,https://www.zomato.com/mumbai/fresh-juice-center-snacks-fast-food-juhu/info,406,Casual Dining,7am to 130am(Mon-Sun),Average,2.8,11.0,Juhu,Budget,Average,Low Popularity,False,3.54,11.8,"fresh juice center & snacks fast food chinese,fast food,south indian casual dining budget average low popularity"
The China House,600,"Chinese,Thai",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/the-china-house-oshiwara/info,408,Quick Bites,7pm to 330am(Mon-Sun),Average,3.3,43.0,Andheri,Moderate,Average,Low Popularity,False,3.52,5.87,"the china house chinese,thai quick bites moderate average low popularity"
Meals 4 U,900,"North Indian,Chinese",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/meals-4-u-andheri-lokhandwala/info,408,none,"12noon to 3pm,7pm to 1am(Mon-Sun)",Average,3.1,21.0,Andheri,Moderate,Average,Low Popularity,False,3.53,3.92,"meals 4 u north indian,chinese none moderate average low popularity"
Kitchenette,500,"Healthy Food,Continental",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/kitchenette-1-pali-hill-bandra-west/info,408,none,"8am to 4pm,7pm to 3am(Mon-Sun)",Average,3.4,23.0,Bandra,Budget,Average,Low Popularity,False,3.57,7.14,"kitchenette healthy food,continental none budget average low popularity"
Sea Shells,400,"Seafood,North Indian,Chinese,Malwani,Mughlai,Thai",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/sea-shells-pali-hill-bandra-west/info,409,Casual Dining,1130am to 1am(Mon-Sun),Average,3.1,8.0,Bandra,Budget,Average,Low Popularity,False,3.58,8.95,"sea shells seafood,north indian,chinese,malwani,mughlai,thai casual dining budget average low popularity"
